Name,URL,,,,,,
Geekess' Cookbook,https://recipes.tabbytomes.com,,,,,,
Weather,https://www.kptv.com/weather/blog/,https://www.wunderground.com/dashboard/pws/KOROREGO283,,,,,
My Media,http://172.20.7.3:8083/,http://172.20.7.3:7878/,http://172.20.7.3:8989/,http://172.20.7.3:8080/,




